id,userId,type,title,body,meta,readAt,createdAt
0d4feb3c-4b96-458d-b105-ab3bf6023a52,2b74f433-5f22-4106-85b9-3e8585cf03ad,SYSTEM,Welcome to Mocky!,You have 2 free mock interviews to get started. Start practicing now!,{},,2026-03-18 13:56:41.823
